78;THR02AS;THREE G DIVING PT.;email68@email.com;;021-4361016;PEKERJAAN ATAS AIR DAN PEKERJAAN BAWAH AIR;;subkontraktor;;2018-11-25;JL. BANDAR II NO.8 RT 006 ,RW 006 KEL.RAWABADAK SELATAN KEC.KOJA , JAKARTA UTARA;021-4360024;Ir.ABDUL HALIK;IR.ABDUL HALIK;081210866669;;JASA;JASA
79;TIA02AS;TIANG UTAMA PT.;email69@email.com;;031-7523768;KONTRUKSI KAPAL,PIPING,ELECTRICAL SYSTEM,ACCOMMODATION,LABOUR SUPPLY.;;subkontraktor;;2018-01-28;JL. MENGANTI DK. KRAMAT I/46 SURABAYA;031-7524365;Ir.WULYO;DWI;085103040940;;JASA;JASA
80;TRI36AS;TRI MEGAH JAYA ABADI PT.;email70@email.com;;031-7316335;SAND BLASTING, PENGECATAN DAN COATING;;subkontraktor;;2018-06-02;"JL. SATELIT INDAH III/KN-11
SURABAYA.";031-7349208;Ir. LIEM CHRIS IMAN HALIM;;;;JASA;JASA
81;TRI39AS;TRISNA ABADI SEJAHTERA CV.;email71@email.com;;031-8857036;CATERING;;subkontraktor;;2017-04-28;DESA KREMBUNG RT.014 RW.006 KREMBUNG SIDOARJO.;;NUNUNG PUJO MR;;;;JASA;JASA
82;TRI62AS;TRI MUSTIKA ADI CV.;email72@email.com;;031-5685217;JASA BOGA;;subkontraktor;;2018-03-22;"DARMO SENTOSA RAYA JL. JAJAR TUNGGAL SELATAN KAV K NO.16 
KEL. JAJAR TUNGGAL KEC. WIYUNG SURABAYA";031-5687200;SOESILOWATI;;;;JASA;JASA
83;TUN14AS;TUNJANG LANGIT PT.;email73@email.com;;031-8475075;SURFACE TREATMENT;;subkontraktor;;2017-06-15;JL. SIDOSERMO PDK 5-C/ 63KEL. SIDOSERMOKEC.WONOCOLO SURABAYA;031-8490489;H. ULYA ABDILLAH;NANANG;081231235210;tunjanglangit.chem@gmail.com;JASA;JASA
84;USA07AS;USAHA PRIBADI PT.;email74@email.com;;031-7882449;;;subkontraktor;;2017-12-31;"JL. TAWANGSARI PERMAI B-9
TAMAN - SIDOARJO.";;H.MOCHAMAD YASIR;H. MOCHAMAD YASIR;031-7882449;;;
85;VIF01AS;VIFICA LLOYD PT.;email75@email.com;;031-3536875;ALAT ANGKUT APUNG;;subkontraktor;;2019-01-16;KOMPLEKS TJ. PRIOK MEGAH JL. LAKSDA M. NATSIR 11S SURABAYA.;031-3553625;ERY PUSPITO;;;;JASA;JASA
86;VIS03AS;VISI VERTIKAL ALLIANSI PT.;email76@email.com;;0778-392925, 08117040779;KONSTRUKSI KAPAL;;subkontraktor;;2018-02-16;KOMPLEK SENTOSA PERDANA BLOK C NO.9  KEL.TEMBESI,KEC.SAGULUNG BATAM.;;HARYONO;;;;JASA;JASA
87;WAS06AS;WASKITA KARYA (PERSERO) TBK, PT.;email77@email.com;;021-8508510, 8198158, 031-8416538;JASA KONSTRUKSI;;subkontraktor;;2018-09-13;JL. JEMURSARI SELATAN II NO. 2A - 2B SURABAYA. 60237;021-8508506, 031-8416538;IR. M.CHOLIQ,MM;BAMBANG SETIYAWAN;081331420213;sar.divisi6@yahoo.com;JASA;JASA
88;WIN03AS;WINUR KARYA SEJAHTERA PT.;email78@email.com;;085852341574;MEKANIKAL  & ELEKTRIKAL;;subkontraktor;;2017-07-31;"PONDOK WAGE INDAH II NN NO.20 RT.006 RW.012
KEL. WAGE KEC. TAMAN";;TRIYONO WIDODO;TRIYONO WIDODO;085852341574;;JASA;JASA
